task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
2,empty,storage_empty_slot_1,carding_waiting_1,0,0.10308122634887695,0.466,20.864,20.761,
1,empty,storage_empty_slot_0,carding_waiting_0,2,0.10274934768676758,0.435,21.934,21.831,
3,empty,storage_empty_slot_2,carding_waiting_2,1,0.10323619842529297,0.463,24.363,24.26,
5,empty,storage_empty_slot_1,carding_waiting_1,0,20.90398406982422,20.963,33.764,12.86,
6,empty,storage_empty_slot_0,carding_waiting_0,2,22.00568699836731,22.035,34.834,12.829,
7,empty,storage_empty_slot_2,carding_waiting_2,1,24.404282331466675,24.465,37.362,12.957,
10,empty,storage_empty_slot_1,carding_waiting_1,0,33.803513050079346,33.865,46.464,12.661,
11,empty,storage_empty_slot_0,carding_waiting_0,2,34.904393434524536,35.035,47.932,13.028,
12,empty,storage_empty_slot_2,carding_waiting_2,1,37.40499949455261,37.464,50.078,12.673,
8,green,carding_finished_1,drawing_waiting_0,0,46.00580453872681,46.665,64.965,18.959,
4,empty,storage_empty_slot_3,carding_waiting_3,1,50.077916860580444,50.264,65.263,15.185,
9,green,carding_finished_0,drawing_waiting_1,2,48.006683588027954,48.034,72.734,24.728,
14,green,carding_finished_1,drawing_waiting_0,0,65.00754857063293,65.065,77.064,12.057,
15,empty,storage_empty_slot_1,carding_waiting_3,1,65.3034417629242,65.464,87.363,22.06,
19,green,carding_finished_1,drawing_waiting_0,0,77.10558462142944,77.164,89.465,12.359,
16,yellow,drawing_finished_0,roving_waiting_0,2,72.60491490364075,72.835,91.134,18.529,
22,yellow,drawing_finished_0,roving_waiting_0,2,91.20530033111572,91.236,100.832,9.627,
18,green,carding_finished_0,drawing_waiting_1,0,88.0078797340393,89.564,107.564,19.557,
17,empty,storage_empty_slot_2,carding_waiting_0,1,86.00559306144714,87.465,108.063,22.058,
24,yellow,drawing_finished_0,roving_waiting_0,2,100.90471386909485,101.034,110.634,9.729,
