task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,2.0225565433502197,2.026,20.026,18.004,
3,empty,storage_empty_slot_2,carding_waiting_2,1,2.0233523845672607,2.122,25.622,23.598,
2,empty,storage_empty_slot_1,carding_waiting_1,2,4.02334451675415,4.123,27.922,23.899,
5,empty,storage_empty_slot_0,carding_waiting_0,0,20.121516466140747,20.127,32.626,12.505,
6,empty,storage_empty_slot_2,carding_waiting_2,1,25.722928762435913,25.823,38.421,12.698,
8,empty,storage_empty_slot_1,carding_waiting_1,-1,28.025619506835938,,40.723,12.697,
10,empty,storage_empty_slot_0,carding_waiting_0,0,32.722612619400024,32.727,45.526,12.803,
11,empty,storage_empty_slot_2,carding_waiting_2,1,38.52235269546509,38.623,51.221,12.699,
12,empty,storage_empty_slot_1,carding_waiting_1,2,40.82269096374512,40.824,53.422,12.6,
7,green,carding_finished_0,drawing_waiting_0,0,44.023815631866455,45.627,64.026,20.002,
4,empty,storage_empty_slot_3,carding_waiting_3,1,50.15722870826721,51.421,66.021,15.863,
9,green,carding_finished_2,drawing_waiting_1,2,52.02324390411377,53.622,72.123,20.1,
14,green,carding_finished_0,drawing_waiting_0,0,64.12407350540161,64.127,76.226,12.102,
15,empty,storage_empty_slot_1,carding_waiting_3,1,66.02392578125,66.12,87.821,21.797,
19,green,carding_finished_0,drawing_waiting_0,0,76.32311606407166,76.427,88.626,12.303,
16,yellow,drawing_finished_0,roving_waiting_0,2,72.02318096160889,72.224,89.922,17.899,
17,empty,storage_empty_slot_2,carding_waiting_2,1,86.02434039115906,87.92,102.92,16.896,
18,green,carding_finished_2,drawing_waiting_1,0,88.02431511878967,88.828,103.926,15.902,
20,yellow,drawing_finished_1,roving_waiting_1,-1,90.0247585773468,,105.723,15.698,
