task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,2.0628535747528076,2.063,25.217,23.154,
5,empty,storage_empty_slot_0,carding_waiting_0,0,25.30106782913208,25.315,38.112,12.811,
4,empty,storage_empty_slot_3,carding_waiting_3,3,5.798037528991699,5.882,38.283,32.485,
7,empty,storage_empty_slot_0,carding_waiting_0,0,38.201740980148315,38.315,51.118,12.916,
8,empty,storage_empty_slot_3,carding_waiting_3,3,39.80667161941528,39.884,52.586,12.779,
10,empty,storage_empty_slot_1,carding_waiting_1,0,49.80320739746094,51.316,66.022,16.218,
11,empty,storage_empty_slot_2,carding_waiting_2,3,51.79901385307312,52.683,67.085,15.286,
6,green,carding_finished_0,drawing_waiting_0,1,43.80368638038635,45.022,72.92,29.116,
13,empty,storage_empty_slot_1,carding_waiting_1,0,66.10449743270874,66.122,78.915,12.81,
14,empty,storage_empty_slot_2,carding_waiting_2,3,67.10087275505066,67.294,79.889,12.788,
9,green,carding_finished_3,drawing_waiting_1,2,45.8000328540802,45.888,81.997,36.197,
16,green,carding_finished_0,drawing_waiting_0,1,73.00194263458252,73.133,86.616,13.614,
17,empty,storage_empty_slot_1,carding_waiting_1,0,79.00209331512451,79.112,91.819,12.817,
18,empty,storage_empty_slot_2,carding_waiting_2,3,79.90113115310669,79.995,92.693,12.792,
20,green,carding_finished_3,drawing_waiting_1,2,81.99904084205627,82.09,95.496,13.497,
21,green,carding_finished_0,drawing_waiting_0,1,86.70166754722595,86.721,100.319,13.617,
22,yellow,drawing_finished_1,roving_waiting_1,2,93.80376243591309,95.697,115.689,21.885,
