task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,1.9712512493133545,1.984,25.183,23.212,
3,empty,storage_empty_slot_2,carding_waiting_2,1,1.9725496768951416,2.027,29.527,27.554,
5,empty,storage_empty_slot_0,carding_waiting_0,0,25.270639419555664,25.285,38.183,12.913,
6,empty,storage_empty_slot_2,carding_waiting_2,1,29.57025980949402,29.628,42.527,12.956,
9,empty,storage_empty_slot_0,carding_waiting_0,0,38.27079892158508,38.285,51.183,12.913,
10,empty,storage_empty_slot_2,carding_waiting_2,1,42.57011890411377,42.627,55.127,12.557,
11,empty,storage_empty_slot_1,carding_waiting_1,0,49.971583127975464,51.283,66.083,16.112,
12,empty,storage_empty_slot_3,carding_waiting_3,1,53.9708034992218,55.228,69.827,15.856,
13,empty,storage_empty_slot_0,carding_waiting_1,0,66.1701295375824,66.184,81.983,15.813,
16,green,carding_finished_2,drawing_waiting_1,1,80.77109217643738,80.928,93.727,12.956,
17,empty,storage_empty_slot_0,carding_waiting_1,0,82.07014632225037,82.083,98.583,16.513,
19,green,carding_finished_2,drawing_waiting_1,1,93.7705295085907,93.827,107.327,13.556,
18,empty,storage_empty_slot_2,carding_waiting_2,0,97.97082042694092,98.683,112.883,14.912,
