run_label,policy,num_robots,wall_s,makespan_s,completed,throughput_per_min,latency_mean_s,latency_p50_s,latency_p95_s,utilisation_mean,distance_total_m,traffic_rejected,traffic_expired,min_robot_distance_m,near_miss_events,charging_events,reassignments,min_robot_gap_m,overlap_events,dup_target_ticks,dup_target_events
hungarian_s3,hungarian,2,119.4,114.499,12,6.03,17.705,17.022,23.575,0.971,121.67,0,0,1.259,0,0,5,0.554,0,0,0
