task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,2.0826339721679688,2.112,20.112,18.029,
3,empty,storage_empty_slot_2,carding_waiting_2,1,2.08455228805542,2.121,25.721,23.636,
2,empty,storage_empty_slot_1,carding_waiting_1,2,4.083349704742432,4.159,27.858,23.775,
4,empty,storage_empty_slot_3,carding_waiting_3,3,4.084166765213013,4.119,32.517,28.433,
8,empty,storage_empty_slot_1,carding_waiting_1,1,27.881948232650757,27.922,42.32,14.438,
7,green,carding_finished_0,drawing_waiting_0,5,26.282817602157593,26.299,43.198,16.915,
6,empty,storage_empty_slot_2,carding_waiting_2,0,25.782349348068237,25.812,44.812,19.03,
5,empty,storage_empty_slot_0,carding_waiting_0,4,20.18239974975586,20.267,44.866,24.684,
9,green,carding_finished_2,drawing_waiting_1,2,31.883023262023926,31.96,50.558,18.675,
12,green,carding_finished_1,drawing_waiting_0,5,43.282551765441895,43.299,54.298,11.015,
14,empty,storage_empty_slot_2,carding_waiting_2,0,44.88365626335144,44.912,57.712,12.828,
13,empty,storage_empty_slot_0,carding_waiting_0,4,44.8823037147522,44.967,57.966,13.083,
11,empty,storage_empty_slot_1,carding_waiting_1,3,42.381969690322876,42.418,61.717,19.335,
15,yellow,drawing_finished_0,roving_waiting_0,7,50.7833297252655,50.856,63.355,12.571,
16,green,carding_finished_2,drawing_waiting_1,2,50.88362169265747,50.958,63.357,12.474,
10,empty,storage_empty_slot_3,carding_waiting_3,6,32.58215546607971,32.635,64.633,32.051,
21,empty,storage_empty_slot_1,carding_waiting_1,3,61.78196740150452,61.919,74.917,13.136,
19,empty,storage_empty_slot_0,carding_waiting_0,0,57.98182559013367,58.013,75.911,17.929,
24,empty,storage_empty_slot_3,carding_waiting_3,6,64.68188309669495,64.734,77.334,12.652,
22,yellow,drawing_finished_0,roving_waiting_0,2,63.3828604221344,63.458,81.658,18.275,
23,green,carding_finished_2,drawing_waiting_1,7,63.8827269077301,63.956,83.956,20.073,
20,yellow,drawing_finished_1,roving_waiting_1,4,58.182718992233276,58.267,86.366,28.183,
25,red,roving_finished_0,storage_red_slot_0,3,74.082754611969,75.118,108.617,34.534,
26,yellow,drawing_finished_1,roving_waiting_0,7,86.38400149345398,86.457,109.855,23.471,
27,red,roving_finished_1,storage_red_slot_1,4,95.48387360572815,95.566,111.866,16.382,
