task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,1.9911448955535889,2.082,25.681,23.69,
3,empty,storage_empty_slot_2,carding_waiting_2,2,1.991631031036377,1.997,32.497,30.505,
4,empty,storage_empty_slot_3,carding_waiting_3,1,1.9918429851531982,2.088,32.988,30.996,
5,empty,storage_empty_slot_0,carding_waiting_0,0,25.690638303756714,25.882,38.681,12.991,
2,empty,storage_empty_slot_1,carding_waiting_1,3,3.9909579753875732,4.028,39.128,35.137,
7,empty,storage_empty_slot_2,carding_waiting_2,2,32.59061884880066,32.597,45.397,12.806,
8,empty,storage_empty_slot_3,carding_waiting_3,1,32.99080514907837,33.189,46.088,13.097,
10,empty,storage_empty_slot_0,carding_waiting_0,0,38.69157838821411,38.882,51.881,13.189,
11,empty,storage_empty_slot_1,carding_waiting_1,3,39.19061779975891,39.33,52.028,12.837,
12,empty,storage_empty_slot_2,carding_waiting_2,2,45.49112868309021,45.497,58.197,12.706,
13,empty,storage_empty_slot_3,carding_waiting_3,1,46.09172511100769,46.19,58.788,12.696,
6,green,carding_finished_0,drawing_waiting_0,0,51.991132736206055,52.082,70.581,18.59,
9,green,carding_finished_2,drawing_waiting_1,3,51.991498708724976,52.128,73.928,21.937,
14,empty,storage_empty_slot_0,carding_waiting_1,2,57.991986989974976,58.297,77.196,19.204,
16,green,carding_finished_0,drawing_waiting_0,0,70.59086108207703,70.682,84.181,13.59,
18,green,carding_finished_2,drawing_waiting_1,3,73.99211764335632,74.128,87.728,13.736,
15,empty,storage_empty_slot_1,carding_waiting_0,1,70.59057283401489,70.688,91.189,20.599,
17,empty,storage_empty_slot_2,carding_waiting_2,2,75.99083662033081,77.297,91.397,15.406,
22,green,carding_finished_2,drawing_waiting_1,3,87.79081344604492,87.928,101.428,13.638,
23,empty,storage_empty_slot_0,carding_waiting_0,1,91.29105973243713,91.389,103.488,12.197,
19,yellow,drawing_finished_0,roving_waiting_0,0,83.9911003112793,84.282,105.581,21.59,
24,empty,storage_empty_slot_1,carding_waiting_2,2,91.49104142189026,91.498,107.296,15.805,
