run_label,policy,num_robots,wall_s,makespan_s,completed,throughput_per_min,latency_mean_s,latency_p50_s,latency_p95_s,utilisation_mean,distance_total_m,traffic_rejected,traffic_expired,min_robot_distance_m,near_miss_events,charging_events,reassignments,min_robot_gap_m,overlap_events,dup_target_ticks,dup_target_events
ca_noener_s2,ca_noener,1,119.2,81.299,5,2.517,14.558,14.858,15.358,0.983,57.96,0,0,,0,0,7,,0,0,0
