task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,2.0055463314056396,2.043,20.443,18.438,
2,empty,storage_empty_slot_1,carding_waiting_1,1,4.006094694137573,4.045,27.044,23.038,
7,empty,storage_empty_slot_1,carding_waiting_1,1,27.1059992313385,27.145,39.544,12.438,
6,green,carding_finished_0,drawing_waiting_0,5,26.506367683410645,26.597,42.697,16.19,
5,empty,storage_empty_slot_0,carding_waiting_0,4,20.50580406188965,20.534,45.433,24.927,
8,green,carding_finished_1,drawing_waiting_1,0,33.20614957809448,33.243,54.944,21.738,
10,empty,storage_empty_slot_0,carding_waiting_0,4,45.50520062446594,45.533,58.434,12.929,
11,yellow,drawing_finished_0,roving_waiting_0,7,50.20641112327576,50.231,62.929,12.723,
12,green,carding_finished_1,drawing_waiting_0,5,55.006200075149536,55.097,65.996,10.99,
13,empty,storage_empty_slot_0,carding_waiting_0,4,58.505918979644775,58.535,71.534,13.028,
14,yellow,drawing_finished_1,roving_waiting_0,0,63.00600457191467,63.044,84.743,21.737,
15,red,roving_finished_0,storage_red_slot_0,7,72.1059775352478,72.13,89.13,17.024,
16,yellow,drawing_finished_0,roving_waiting_1,5,73.50610542297363,73.597,94.896,21.39,
17,red,roving_finished_0,storage_red_slot_0,7,93.90616416931152,93.931,106.229,12.323,
