run_label,policy,num_robots,wall_s,makespan_s,completed,throughput_per_min,latency_mean_s,latency_p50_s,latency_p95_s,utilisation_mean,distance_total_m,traffic_rejected,traffic_expired,min_robot_distance_m,near_miss_events,charging_events,reassignments,min_robot_gap_m,overlap_events,dup_target_ticks,dup_target_events
ca_ssi_s3,ca_ssi,2,118.8,90.896,12,6.063,14.845,14.379,17.226,0.984,118.99,0,0,1.344,0,0,5,0.639,0,0,0
