task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
3,empty,storage_empty_slot_2,carding_waiting_2,0,0.3535916805267334,0.555,17.354,17.001,
1,empty,storage_empty_slot_0,carding_waiting_0,1,0.353130578994751,0.521,18.421,18.068,
2,empty,storage_empty_slot_1,carding_waiting_1,6,0.353334903717041,0.437,19.737,19.383,
4,empty,storage_empty_slot_3,carding_waiting_3,2,0.3537282943725586,0.506,23.006,22.652,
6,empty,storage_empty_slot_0,carding_waiting_0,1,18.453303337097168,18.521,29.521,11.067,
7,empty,storage_empty_slot_1,carding_waiting_1,6,19.75311303138733,19.837,31.336,11.583,
5,empty,storage_empty_slot_2,carding_waiting_2,0,17.452982664108276,17.454,32.254,14.801,
9,green,carding_finished_2,drawing1_waiting_0,4,23.45363688468933,23.499,40.099,16.645,
12,empty,storage_empty_slot_1,carding_waiting_1,6,31.35326051712036,31.437,43.437,12.083,
8,empty,storage_empty_slot_3,carding_waiting_3,2,23.053316831588745,23.107,43.806,20.753,
10,green,carding_finished_0,drawing1_waiting_1,3,24.553369283676147,24.587,47.387,22.833,
13,empty,storage_empty_slot_2,carding_waiting_2,0,32.353410720825195,32.354,47.754,15.401,
11,empty,storage_empty_slot_0,carding_waiting_0,5,29.553258657455444,29.563,51.263,21.709,
14,green,carding_finished_2,drawing1_waiting_0,4,40.15342617034912,40.199,56.299,16.145,
15,empty,storage_empty_slot_1,carding_waiting_3,6,43.85338306427002,43.937,60.137,16.284,
17,yellow,drawing1_finished_0,drawing2_waiting_0,3,47.65347337722778,47.688,62.087,14.433,
18,empty,storage_empty_slot_2,carding_waiting_2,0,47.85326647758484,47.855,62.855,15.002,
19,empty,storage_empty_slot_0,carding_waiting_0,5,51.35332012176514,51.363,62.963,11.61,
16,green,carding_finished_0,drawing1_waiting_1,1,47.453367471694946,47.521,63.121,15.667,
20,green,carding_finished_2,drawing1_waiting_0,2,56.35338878631592,56.406,72.606,16.253,
24,yellow,drawing1_finished_0,drawing2_waiting_0,3,63.85317397117615,63.887,73.487,9.633,
22,empty,storage_empty_slot_0,carding_waiting_0,5,63.15327215194702,63.163,75.863,12.71,
21,empty,storage_empty_slot_1,carding_waiting_2,0,62.9534170627594,62.955,77.654,14.701,
23,green,carding_finished_0,drawing1_waiting_1,4,63.15351700782776,63.199,78.998,15.845,
29,yellow,drawing1_finished_0,drawing2_waiting_0,3,80.25366997718811,80.287,90.087,9.833,
28,empty,storage_empty_slot_1,carding_waiting_0,0,79.05309510231018,79.054,93.654,14.601,
25,red,drawing2_finished_0,storage_red_slot_0,1,71.25334548950195,71.321,93.721,22.467,
27,empty,storage_empty_slot_0,carding_waiting_2,5,77.75346088409424,77.764,94.963,17.209,
