run_label,policy,num_robots,wall_s,makespan_s,completed,throughput_per_min,latency_mean_s,latency_p50_s,latency_p95_s,utilisation_mean,distance_total_m,traffic_rejected,traffic_expired,min_robot_distance_m,near_miss_events,charging_events,reassignments,min_robot_gap_m,overlap_events,dup_target_ticks,dup_target_events
random_s1,random,4,119.3,113.129,11,5.532,23.396,23.45,36.435,0.979,155.55,0,0,0.64,0,0,5,0.056,0,0,0
