task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,0.08557724952697754,0.236,18.237,18.152,
3,empty,storage_empty_slot_2,carding_waiting_2,6,0.08644413948059082,0.309,31.109,31.023,
4,empty,storage_empty_slot_3,carding_waiting_3,5,0.0866539478302002,0.345,31.146,31.059,
2,empty,storage_empty_slot_1,carding_waiting_1,7,0.08597087860107422,0.27,31.172,31.086,
6,green,carding_finished_0,drawing_waiting_0,3,24.386754751205444,24.407,38.206,13.819,
8,empty,storage_empty_slot_2,carding_waiting_2,6,31.1855309009552,31.21,43.909,12.724,
9,empty,storage_empty_slot_3,carding_waiting_3,5,31.18563413619995,31.245,43.946,12.761,
5,empty,storage_empty_slot_0,carding_waiting_0,4,18.287049293518066,18.303,45.802,27.515,
7,empty,storage_empty_slot_1,carding_waiting_1,0,31.185356616973877,31.237,46.837,15.652,
12,empty,storage_empty_slot_2,carding_waiting_2,5,43.987958908081055,44.047,58.746,14.758,
13,empty,storage_empty_slot_3,carding_waiting_3,6,43.98875141143799,44.011,59.51,15.521,
14,empty,storage_empty_slot_0,carding_waiting_0,1,45.887372970581055,45.971,66.07,20.183,
15,yellow,drawing_finished_0,roving_waiting_0,4,45.88871216773987,45.903,70.302,24.413,
17,empty,storage_empty_slot_0,carding_waiting_0,6,66.08686709403992,66.11,89.81,23.724,
18,red,roving_finished_0,storage_red_slot_0,4,79.4877028465271,79.502,96.602,17.114,
