run_label,policy,num_robots,wall_s,makespan_s,completed,throughput_per_min,latency_mean_s,latency_p50_s,latency_p95_s,utilisation_mean,distance_total_m,traffic_rejected,traffic_expired,min_robot_distance_m,near_miss_events,charging_events,reassignments,min_robot_gap_m,overlap_events,dup_target_ticks,dup_target_events
ssi_s1,ssi,4,119.3,113.946,22,11.063,17.733,13.529,25.566,0.912,219.43,0,0,0.705,0,0,0,0.081,0,0,0
