task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,1.5342864990234375,1.613,19.713,18.178,
2,empty,storage_empty_slot_1,carding_waiting_1,1,3.535037040710449,3.617,26.115,22.58,
3,empty,storage_empty_slot_2,carding_waiting_2,2,1.535325050354004,1.61,26.312,24.776,
4,empty,storage_empty_slot_3,carding_waiting_3,3,1.5356950759887695,1.587,29.885,28.35,
7,empty,storage_empty_slot_1,carding_waiting_1,0,26.133507251739502,26.213,41.013,14.879,
8,empty,storage_empty_slot_2,carding_waiting_2,1,26.3337185382843,26.416,41.316,14.982,
6,green,carding_finished_0,drawing_waiting_0,5,25.834850311279297,25.906,42.705,16.87,
5,empty,storage_empty_slot_0,carding_waiting_0,4,19.73327922821045,19.798,44.398,24.665,
9,empty,storage_empty_slot_3,carding_waiting_3,2,29.933342456817627,30.016,45.311,15.377,
11,empty,storage_empty_slot_1,carding_waiting_1,0,41.03392934799194,41.113,53.714,12.68,
10,green,carding_finished_1,drawing_waiting_1,6,32.13432335853577,32.193,55.291,23.157,
12,empty,storage_empty_slot_2,carding_waiting_2,3,41.333560943603516,41.386,55.685,14.352,
13,empty,storage_empty_slot_0,carding_waiting_0,4,44.433454513549805,44.497,57.297,12.864,
14,empty,storage_empty_slot_3,carding_waiting_3,1,45.333338260650635,45.416,60.616,15.283,
16,green,carding_finished_0,drawing_waiting_0,5,50.43451285362244,50.506,62.504,12.07,
15,yellow,drawing_finished_0,roving_waiting_0,7,50.33492112159729,50.376,63.076,12.741,
19,empty,storage_empty_slot_0,carding_waiting_0,0,57.33386206626892,57.414,71.212,13.879,
18,green,carding_finished_1,drawing_waiting_1,6,55.33462333679199,55.491,73.892,18.557,
17,empty,storage_empty_slot_1,carding_waiting_1,2,55.333770513534546,55.412,74.01,18.677,
22,yellow,drawing_finished_0,roving_waiting_0,7,70.03422522544861,70.076,79.075,9.041,
20,yellow,drawing_finished_1,roving_waiting_1,5,62.834426164627075,62.906,80.505,17.671,
21,green,carding_finished_0,drawing_waiting_0,4,63.43360376358032,63.498,81.898,18.464,
23,empty,storage_empty_slot_0,carding_waiting_0,0,71.23317670822144,71.314,84.114,12.88,
26,empty,storage_empty_slot_1,carding_waiting_1,2,74.03328108787537,74.111,86.811,12.777,
25,green,carding_finished_1,drawing_waiting_1,6,73.93356966972351,74.092,92.591,18.658,
27,yellow,drawing_finished_1,roving_waiting_0,5,81.53418183326721,81.607,97.905,16.37,
28,green,carding_finished_0,drawing_waiting_0,7,81.93539571762085,81.977,99.276,17.341,
24,red,roving_finished_0,storage_red_slot_0,3,72.13570404052734,72.187,101.885,29.749,
29,empty,storage_empty_slot_0,carding_waiting_0,1,84.13376975059509,84.217,105.916,21.782,
32,empty,storage_empty_slot_1,carding_waiting_1,0,92.63376355171204,92.713,107.612,14.979,
33,green,carding_finished_1,drawing_waiting_1,6,92.63441252708435,92.692,111.091,18.457,
30,yellow,drawing_finished_0,roving_waiting_1,4,89.53447699546814,89.598,112.098,22.563,
34,green,carding_finished_0,drawing_waiting_0,5,99.33468580245972,99.406,116.805,17.47,
37,empty,storage_empty_slot_0,carding_waiting_0,1,105.93358206748962,106.117,118.716,12.782,
