task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
4,empty,storage_empty_slot_3,carding_waiting_3,3,4.03737735748291,4.133,36.431,32.394,
5,empty,storage_empty_slot_2,carding_waiting_2,2,30.638167142868042,30.79,43.689,13.051,
6,empty,storage_empty_slot_3,carding_waiting_3,3,36.43700337409973,36.531,49.232,12.795,
9,empty,storage_empty_slot_2,carding_waiting_2,2,43.73745393753052,43.789,56.29,12.552,
12,empty,storage_empty_slot_3,carding_waiting_3,3,49.23756146430969,49.432,62.131,12.894,
11,empty,storage_empty_slot_1,carding_waiting_1,2,56.03791093826294,56.39,70.589,14.551,
7,green,carding_finished_2,drawing_waiting_0,0,44.03881764411926,45.486,80.384,36.345,
8,green,carding_finished_3,drawing_waiting_1,1,46.03790616989136,46.106,80.905,34.867,
10,empty,storage_empty_slot_0,carding_waiting_0,3,62.0376193523407,62.232,83.232,21.194,
13,empty,storage_empty_slot_1,carding_waiting_1,2,70.6375744342804,70.79,83.689,13.051,
17,green,carding_finished_3,drawing_waiting_1,1,80.93736934661865,81.006,94.505,13.568,
18,empty,storage_empty_slot_0,carding_waiting_0,3,83.23720359802246,83.431,96.131,12.894,
19,empty,storage_empty_slot_1,carding_waiting_1,2,83.73803615570068,83.789,96.49,12.752,
15,green,carding_finished_2,drawing_waiting_0,0,80.43757653236389,80.485,99.784,19.347,
22,green,carding_finished_3,drawing_waiting_1,1,94.53812742233276,94.607,108.105,13.567,
23,empty,storage_empty_slot_0,carding_waiting_0,3,96.1374397277832,96.232,109.231,13.094,
14,empty,storage_empty_slot_2,carding_waiting_2,2,96.03842687606812,96.59,110.989,14.951,
24,green,carding_finished_2,drawing_waiting_0,0,99.83833694458008,99.885,119.084,19.246,
