run_label,policy,num_robots,wall_s,makespan_s,completed,throughput_per_min,latency_mean_s,latency_p50_s,latency_p95_s,utilisation_mean,distance_total_m,traffic_rejected,traffic_expired,min_robot_distance_m,near_miss_events,charging_events,reassignments
random_s1,random,8,99.3,95.099,20,12.08,16.261,17.586,24.449,0.678,182.79,0,0,0.282,6,0,0
random_s2,random,8,99.3,98.31,28,16.918,16.824,15.836,20.946,0.687,278.44,0,0,0.279,10,0,0
random_s3,random,8,99.4,90.835,17,10.264,17.555,17.153,21.503,0.74,196.39,0,0,0.275,6,0,0
nearest_s1,nearest,8,99.2,82.899,20,12.097,16.94,17.625,22.646,0.657,201.73,0,0,0.164,7,0,0
nearest_s2,nearest,8,99.3,91.4,21,12.693,15.681,14.858,21.886,0.593,215.22,0,0,0.333,4,0,0
nearest_s3,nearest,8,99.3,92.299,22,13.289,17.035,15.691,21.949,0.679,235.52,0,0,0.332,7,0,2
ssi_s1,ssi,8,99.2,93.16,28,16.931,16.212,16.068,22.049,0.657,280.1,0,0,0.337,10,0,0
ssi_s2,ssi,8,99.4,97.162,34,20.532,15.656,14.963,20.315,0.747,330.07,0,0,0.188,3,0,0
ssi_s3,ssi,8,99.2,95.861,27,16.331,16.651,16.23,20.744,0.755,277.14,0,0,0.28,10,0,0
