task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,1.1735973358154297,1.218,25.118,23.944,
3,empty,storage_empty_slot_2,carding_waiting_2,1,1.1747758388519287,1.236,28.735,27.561,
4,empty,storage_empty_slot_3,carding_waiting_3,3,1.1752817630767822,1.197,33.696,32.521,
2,empty,storage_empty_slot_1,carding_waiting_1,2,3.172438859939575,3.232,34.031,30.859,
5,empty,storage_empty_slot_0,carding_waiting_0,0,25.172629594802856,25.318,38.218,13.045,
6,empty,storage_empty_slot_2,carding_waiting_2,1,28.77236533164978,28.936,41.636,12.863,
8,empty,storage_empty_slot_3,carding_waiting_3,3,33.77210760116577,33.797,46.496,12.724,
9,empty,storage_empty_slot_1,carding_waiting_1,2,34.07226848602295,34.132,46.831,12.759,
11,empty,storage_empty_slot_0,carding_waiting_0,0,38.27245831489563,38.318,51.118,12.846,
12,empty,storage_empty_slot_2,carding_waiting_2,1,41.6721453666687,41.736,54.336,12.663,
13,empty,storage_empty_slot_3,carding_waiting_3,3,46.57237482070923,46.597,59.296,12.724,
14,empty,storage_empty_slot_1,carding_waiting_1,2,46.87218117713928,46.932,59.432,12.559,
7,green,carding_finished_0,drawing_waiting_0,0,51.172701597213745,51.318,69.718,18.545,
10,green,carding_finished_2,drawing_waiting_1,1,53.17289662361145,54.436,72.935,19.763,
16,green,carding_finished_0,drawing_waiting_0,0,69.77252745628357,69.818,83.218,13.446,
15,empty,storage_empty_slot_0,carding_waiting_0,3,69.7723240852356,69.796,91.896,22.124,
22,empty,storage_empty_slot_0,carding_waiting_0,3,91.9723756313324,91.996,104.497,12.524,
19,yellow,drawing_finished_0,roving_waiting_0,0,83.17259311676025,83.318,104.717,21.545,
