run_label,policy,num_robots,wall_s,makespan_s,completed,throughput_per_min,latency_mean_s,latency_p50_s,latency_p95_s,utilisation_mean,distance_total_m,traffic_rejected,traffic_expired,min_robot_distance_m,near_miss_events,charging_events,reassignments,min_robot_gap_m,overlap_events,dup_target_ticks,dup_target_events
nearest_s3,nearest,2,119.4,116.826,13,6.531,17.763,16.323,24.767,0.977,125.62,0,0,1.342,0,0,4,0.645,0,0,0
