run_label,policy,num_robots,wall_s,makespan_s,completed,throughput_per_min,latency_mean_s,latency_p50_s,latency_p95_s,utilisation_mean,distance_total_m,traffic_rejected,traffic_expired,min_robot_distance_m,near_miss_events,charging_events,reassignments
ssi_s2,ssi,8,99.4,97.162,34,20.532,15.656,14.963,20.315,0.747,330.07,0,0,0.188,3,0,0
