task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,1,0.6094176769256592,0.934,20.835,20.226,
2,empty,storage_empty_slot_1,carding_waiting_1,0,0.6096029281616211,0.939,21.239,20.63,
3,empty,storage_empty_slot_2,carding_waiting_2,2,2.5099942684173584,2.571,26.971,24.461,
4,empty,storage_empty_slot_3,carding_waiting_3,3,2.5102956295013428,2.547,30.846,28.336,
5,empty,storage_empty_slot_0,carding_waiting_0,1,20.909992456436157,20.935,33.936,13.026,
6,empty,storage_empty_slot_1,carding_waiting_1,0,21.31008815765381,21.34,34.039,12.729,
7,empty,storage_empty_slot_2,carding_waiting_2,2,27.0094575881958,27.171,39.772,12.762,
8,green,carding_finished_0,drawing_waiting_0,4,27.009613513946533,27.079,41.478,14.468,
10,empty,storage_empty_slot_3,carding_waiting_3,3,30.909839868545532,30.947,43.647,12.737,
12,empty,storage_empty_slot_1,carding_waiting_1,0,34.11013054847717,34.14,46.64,12.53,
11,empty,storage_empty_slot_0,carding_waiting_0,1,34.01004719734192,34.135,47.035,13.025,
9,green,carding_finished_1,drawing_waiting_1,5,27.31090474128723,27.382,48.98,21.669,
14,green,carding_finished_0,drawing_waiting_0,4,41.51106834411621,41.578,53.678,12.167,
15,empty,storage_empty_slot_3,carding_waiting_3,3,43.709909439086914,43.747,56.446,12.736,
16,empty,storage_empty_slot_0,carding_waiting_0,1,47.10974454879761,47.136,59.935,12.825,
17,empty,storage_empty_slot_1,carding_waiting_1,0,49.00960683822632,49.041,61.64,12.63,
19,yellow,drawing_finished_0,roving_waiting_0,7,49.11159920692444,49.149,61.749,12.637,
20,green,carding_finished_0,drawing_waiting_0,4,53.709980487823486,53.778,65.878,12.168,
18,green,carding_finished_1,drawing_waiting_1,5,49.00979399681091,49.181,67.88,18.871,
13,empty,storage_empty_slot_2,carding_waiting_2,6,39.81007719039917,39.881,70.179,30.369,
22,empty,storage_empty_slot_0,carding_waiting_0,2,60.01006245613098,60.073,77.671,17.661,
24,green,carding_finished_0,drawing_waiting_0,4,66.11067771911621,66.178,78.278,12.167,
21,yellow,drawing_finished_1,roving_waiting_1,3,56.511510372161865,56.547,79.746,23.235,
25,empty,storage_empty_slot_1,carding_waiting_1,1,67.9100284576416,67.935,82.335,14.425,
23,yellow,drawing_finished_0,roving_waiting_0,0,61.81130933761597,61.841,85.14,23.328,
26,green,carding_finished_1,drawing_waiting_1,5,67.91038846969604,67.98,86.58,18.669,
27,red,roving_finished_0,storage_red_slot_0,7,70.91077399253845,70.949,87.948,17.037,
28,empty,storage_empty_slot_0,carding_waiting_0,2,77.71045541763306,77.772,90.372,12.661,
29,yellow,drawing_finished_1,roving_waiting_1,4,79.81064414978027,79.879,98.378,18.567,
30,yellow,drawing_finished_0,roving_waiting_0,3,85.21083211898804,85.246,100.846,15.635,
32,empty,storage_empty_slot_1,carding_waiting_1,6,86.60969400405884,86.68,101.079,14.469,
31,green,carding_finished_0,drawing_waiting_0,1,85.211350440979,85.236,102.335,17.124,
34,red,roving_finished_1,storage_red_slot_0,7,88.81075811386108,88.849,106.948,18.137,
33,green,carding_finished_1,drawing_waiting_1,0,86.61050343513489,86.64,107.639,21.029,
37,yellow,drawing_finished_1,roving_waiting_1,4,98.5110695362091,98.579,107.778,9.267,
38,yellow,drawing_finished_0,roving_waiting_0,3,100.9104254245758,100.947,110.547,9.636,
35,empty,storage_empty_slot_0,carding_waiting_0,5,90.41020822525024,90.48,115.58,25.17,
