task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,0,2.2879178524017334,2.334,26.331,24.043,
2,empty,storage_empty_slot_1,carding_waiting_1,1,2.2882018089294434,2.312,27.805,25.517,
5,empty,storage_empty_slot_0,carding_waiting_0,0,26.391927242279053,26.433,39.432,13.04,
6,empty,storage_empty_slot_1,carding_waiting_1,1,27.89001488685608,27.907,40.807,12.917,
9,empty,storage_empty_slot_0,carding_waiting_0,0,39.4875693321228,39.631,52.53,13.043,
10,empty,storage_empty_slot_1,carding_waiting_1,1,40.888673305511475,40.906,53.605,12.717,
11,empty,storage_empty_slot_2,carding_waiting_2,0,52.29098176956177,52.632,70.831,18.54,
12,empty,storage_empty_slot_3,carding_waiting_3,1,52.29139018058777,53.708,71.805,19.514,
16,green,carding_finished_2,drawing_waiting_1,0,79.08826541900635,79.237,93.431,14.343,
14,empty,storage_empty_slot_1,carding_waiting_3,1,71.88932013511658,71.915,93.806,21.917,
17,green,carding_finished_3,drawing_waiting_1,0,93.48768997192383,93.631,106.33,12.843,
18,empty,storage_empty_slot_1,carding_waiting_3,1,93.8904755115509,93.909,116.511,22.62,
