task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
1,empty,storage_empty_slot_0,carding_waiting_0,1,2.6301510334014893,2.651,28.145,25.514,
2,empty,storage_empty_slot_1,carding_waiting_1,0,2.639740228652954,2.69,32.011,29.371,
4,empty,storage_empty_slot_3,carding_waiting_3,3,4.359883069992065,4.444,36.842,32.483,
3,empty,storage_empty_slot_2,carding_waiting_2,2,2.640326976776123,2.682,37.147,34.507,
5,empty,storage_empty_slot_0,carding_waiting_0,1,28.159382104873657,28.346,40.943,12.783,
6,empty,storage_empty_slot_1,carding_waiting_1,0,32.06001877784729,32.109,44.305,12.245,
8,empty,storage_empty_slot_3,carding_waiting_3,3,36.859559059143066,36.949,49.55,12.69,
9,empty,storage_empty_slot_2,carding_waiting_2,2,37.15932011604309,37.246,49.847,12.688,
11,empty,storage_empty_slot_0,carding_waiting_0,1,40.959972620010376,41.048,53.941,12.981,
12,empty,storage_empty_slot_1,carding_waiting_1,0,44.36651587486267,44.411,57.211,12.844,
13,empty,storage_empty_slot_3,carding_waiting_3,3,49.55940651893616,49.744,62.343,12.783,
14,empty,storage_empty_slot_2,carding_waiting_2,2,49.8613862991333,50.051,62.947,13.086,
7,green,carding_finished_0,drawing_waiting_0,1,52.363059997558594,54.144,72.541,20.178,
10,green,carding_finished_1,drawing_waiting_1,0,56.35995554924011,57.415,80.004,23.644,
16,green,carding_finished_0,drawing_waiting_0,1,72.5596981048584,72.741,86.341,13.781,
15,empty,storage_empty_slot_0,carding_waiting_0,3,72.55907034873962,72.642,97.042,24.483,
19,green,carding_finished_1,drawing_waiting_1,2,80.06014704704285,80.146,103.745,23.685,
18,yellow,drawing_finished_0,roving_waiting_0,0,80.05981612205505,80.205,107.604,27.544,
17,empty,storage_empty_slot_1,carding_waiting_1,1,86.35950231552124,86.442,108.642,22.282,
22,empty,storage_empty_slot_0,carding_waiting_0,3,97.0590488910675,97.142,109.842,12.783,
