task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
2,empty,storage_empty_slot_1,carding_waiting_1,0,1.969170331954956,2.01,25.61,23.641,
1,empty,storage_empty_slot_0,carding_waiting_0,1,1.9686031341552734,1.996,27.397,25.428,
3,empty,storage_empty_slot_2,carding_waiting_2,2,1.9696016311645508,2.016,31.516,29.547,
4,empty,storage_empty_slot_3,carding_waiting_3,3,1.970186710357666,2.037,34.338,32.368,
5,empty,storage_empty_slot_1,carding_waiting_1,0,25.667516708374023,25.712,38.311,12.643,
6,empty,storage_empty_slot_0,carding_waiting_0,1,27.468157529830933,27.497,40.096,12.627,
7,empty,storage_empty_slot_2,carding_waiting_2,2,31.56720495223999,31.616,44.416,12.848,
10,empty,storage_empty_slot_3,carding_waiting_3,3,34.367798805236816,34.439,46.938,12.57,
11,empty,storage_empty_slot_1,carding_waiting_1,0,38.36713981628418,38.41,51.211,12.844,
12,empty,storage_empty_slot_0,carding_waiting_0,1,40.16741132736206,40.197,52.796,12.628,
13,empty,storage_empty_slot_2,carding_waiting_2,2,44.46750593185425,44.517,57.116,12.649,
14,empty,storage_empty_slot_3,carding_waiting_3,3,46.96749567985535,47.038,59.838,12.871,
8,green,carding_finished_1,drawing_waiting_0,0,49.970983028411865,51.312,69.81,19.839,
9,green,carding_finished_0,drawing_waiting_1,1,51.96891713142395,52.897,76.797,24.828,
16,green,carding_finished_1,drawing_waiting_0,0,69.86883163452148,69.912,84.61,14.742,
15,empty,storage_empty_slot_0,carding_waiting_1,2,69.86797857284546,69.916,88.416,18.548,
17,empty,storage_empty_slot_1,carding_waiting_0,3,76.86727333068848,76.939,97.538,20.671,
21,green,carding_finished_1,drawing_waiting_0,0,84.66825985908508,84.712,102.111,17.443,
18,green,carding_finished_0,drawing_waiting_1,1,76.86783862113953,76.896,102.995,26.128,
22,empty,storage_empty_slot_0,carding_waiting_1,2,88.46717476844788,88.517,104.816,16.349,
23,empty,storage_empty_slot_1,carding_waiting_0,2,103.96805930137634,104.917,119.016,15.048,
