task_id,material,source,dest,robot_id,created_s,assigned_s,delivered_s,latency_s,travel_cost
2,empty,storage_empty_slot_1,carding_waiting_1,0,2.317209482192993,2.33,25.83,23.513,
1,empty,storage_empty_slot_0,carding_waiting_0,3,2.316987991333008,2.413,31.413,29.096,
3,empty,storage_empty_slot_2,carding_waiting_2,2,2.3174455165863037,2.521,36.714,34.396,
4,empty,storage_empty_slot_3,carding_waiting_3,1,2.317579746246338,2.41,37.709,35.392,
5,empty,storage_empty_slot_1,carding_waiting_1,0,25.916728973388672,25.93,38.43,12.513,
6,empty,storage_empty_slot_0,carding_waiting_0,3,31.416751861572266,31.513,44.312,12.896,
10,empty,storage_empty_slot_3,carding_waiting_3,0,38.31716442108154,38.53,56.53,18.213,
12,empty,storage_empty_slot_0,carding_waiting_0,3,44.318012714385986,44.413,57.213,12.895,
7,green,carding_finished_1,drawing_waiting_0,2,36.31710934638977,36.813,59.613,23.295,
9,green,carding_finished_0,drawing_waiting_1,1,37.41691184043884,37.81,68.809,31.393,
8,empty,storage_empty_slot_2,carding_waiting_2,0,56.31795001029968,56.63,70.93,14.612,
11,empty,storage_empty_slot_1,carding_waiting_1,3,56.31817579269409,57.314,71.814,15.495,
14,green,carding_finished_1,drawing_waiting_0,2,59.61712098121643,59.713,77.213,17.596,
18,empty,storage_empty_slot_2,carding_waiting_2,0,71.01670980453491,71.03,83.53,12.514,
19,empty,storage_empty_slot_1,carding_waiting_1,0,82.31789040565491,83.63,97.93,15.612,
17,green,carding_finished_0,drawing_waiting_1,1,68.8174991607666,68.91,103.009,34.192,
15,yellow,drawing_finished_0,roving_waiting_0,3,70.31801199913025,71.913,108.712,38.394,
16,empty,storage_empty_slot_0,carding_waiting_0,2,76.31829357147217,77.313,108.913,32.594,
22,empty,storage_empty_slot_1,carding_waiting_1,0,98.01691269874573,98.03,110.63,12.613,
